smiles,family,tsne_1,tsne_2,type,mw
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,14.010901,7.520513,anion,745.0460000000003
FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.770343,7.213976,anion,595.0250000000001
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.962606,6.658446,anion,445.00399999999996
FC(F)(F)[N-]C(F)(F)F,fluorinated,10.002802,4.073026,anion,152.017
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,11.624286,5.7796726,anion,286.83199999999994
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,10.84506,5.4157352,anion,236.82499999999996
F[B-](F)(F)C(F)(F)C(F)(F)F,fluorinated,9.609889,4.761396,anion,186.81799999999998
F[B-](F)(F)C(F)(F)F,fluorinated,8.350905,4.4155917,anion,136.811
F[B-](F)(F)F,fluorinated,6.855572,4.300064,anion,86.80400000000002
F[B-](F)(F)c1ccccc1,fluorinated,-11.607112,7.3157554,anion,144.912
F[B-](F)F,fluorinated,5.065242,3.2909808,anion,67.80600000000001
F[P-](F)(F)(F)(F)F,fluorinated,5.607717,3.411006,anion,144.96200000000002
Ic1cc[n-]n1,other,-4.7673135,3.7659886,anion,192.967
N#CC(=C=[N-])C#N,other,0.5288998,5.2034335,anion,90.065
N#CC(C#N)C#N,other,-0.35551783,5.1952024,anion,91.07300000000001
N#CN=C=[N-],other,0.19367722,3.9677567,anion,66.043
N#CNC#N,other,0.7454118,4.8135567,anion,67.051
N#CS[Al-3](SC#N)(SC#N)(SC#N)(SC#N)SC#N,other,2.0771186,7.3159904,anion,375.4920000000001
N#CS[Cu-3](SC#N)(SC#N)SC#N,other,1.966526,5.885636,anion,295.886
N#CS[Hg-2](SC#N)(SC#N)SC#N,other,1.1420021,6.903999,anion,432.9300000000001
N#CS[Zn-2](SC#N)(SC#N)SC#N,other,1.6843135,6.3968873,anion,297.73
N#C[Au-]C#N,other,0.568221,4.777492,anion,249.00300000000001
N#C[B-](C#N)(C#N)C#N,other,-0.5862114,6.232282,anion,114.884
N#C[C-](C#N)C#N,other,0.4675262,5.978173,anion,90.065
N#C[N-]C#N,other,0.67981476,4.751986,anion,66.043
N#C[S-],other,-0.22035433,3.2695556,anion,58.085
N#Cc1ccc2cn[n-]c2c1,other,-8.547233,3.9678419,anion,142.141
N#Cc1nc(C(F)(F)F)[n-]c1C#N,fluorinated,2.693826,3.9807096,anion,185.088
NC(=O)CC(N)C(=O)[O-],amino-acid,-4.6753736,-5.8886027,anion,131.111
NC(=O)CCC(=O)[O-],amino-acid,-2.5382147,-6.2679944,anion,116.09599999999999
NC(CCC(=O)O)C(=O)[O-],amino-acid,-4.2293425,-6.1690254,anion,146.12199999999999
NC(CO)C(=O)[O-],amino-acid,-4.3278103,-4.8636184,anion,104.085
NC(CS)C(=O)[O-],amino-acid,-4.398303,-4.9399514,anion,120.15299999999998
NC(Cc1ccccc1)C(=O)[O-],amino-acid,-11.392444,6.4375997,anion,164.18399999999994
NCC(=O)[O-],amino-acid,-2.1767695,-3.9577892,anion,74.059
NCCC(=O)[O-],amino-acid,-2.0291898,-5.166005,anion,88.08599999999998
NCCCCC(N)C(=O)[O-],amino-acid,-4.084403,-7.431964,anion,145.182
NCCS(=O)(=O)O,other,2.82026,-4.8670435,anion,125.14899999999997
NCCS(=O)(=O)[O-],sulfonate,2.748032,-4.696161,anion,124.14099999999998
NS(=O)(=O)[O-],sulfonate,2.1286674,-3.1675606,anion,96.08699999999999
O=C(CF)OOB([O-])OOC(=O)CF,fluorinated,-0.56951904,-4.4330463,anion,212.87699999999995
O=C(O)CO,other,-1.3165176,-2.4461849,anion,76.051
O=C(O)c1ccccc1[O-],other,-10.402418,5.9784436,anion,137.11399999999998
O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,fluorinated,9.911237,5.529104,anion,274.83599999999996
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.8216715,6.250484,anion,463.06299999999993
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.467178,5.9422374,anion,413.0559999999999
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,11.497543,4.9111037,anion,263.03499999999997
O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,fluorinated,10.728616,4.4468827,anion,213.02799999999996
O=C([O-])C(F)(F)F,fluorinated,7.72669,2.3773828,anion,113.01400000000001
O=C([O-])C1CCCN1,other,4.285672,-0.24808559,anion,114.12400000000001
O=C([O-])C=CC(=O)O,other,-3.7100344,-1.6244754,anion,115.06399999999998
O=C([O-])CNCC(=O)O,amino-acid,-2.8572886,-5.539659,anion,132.095
O=C([O-])CO,other,-1.8067259,-2.9934223,anion,75.04299999999999
O=C([O-])O,other,-2.1447518,-2.1268044,anion,61.016000000000005
O=C([O-])c1cccc(S(=O)(=O)O)c1,sulfonate,-11.313424,4.7173996,anion,201.17899999999997
O=C([O-])c1ccccc1,other,-10.969021,6.2311153,anion,121.11499999999995
O=C([O-])c1ccccc1O,other,-10.492646,5.9216003,anion,137.11399999999998
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,other,-4.20496,0.4166347,anion,186.84799999999996
O=C1[N-]S(=O)(=O)c2ccccc21,other,-9.205419,6.947481,anion,182.18
O=C[O-],other,-1.4917971,0.38242516,anion,45.016999999999996
O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.101685,5.090742,anion,300.9959999999999
O=P([O-])(O)O,phosphate,-0.15993002,-1.4613553,anion,96.98599999999999
O=S(=O)(F)NS(=O)(=O)F,fluorinated,5.923007,-3.7023892,anion,181.141
O=S(=O)(F)[N-]S(=O)(=O)F,fluorinated,5.9263687,-3.70165,anion,180.13299999999998
O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F,fluorinated,11.168427,2.6631243,anion,280.14699999999993
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.9023,3.9521098,anion,381.1689999999999
O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,11.346423,2.0020452,anion,281.1549999999999
O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F,fluorinated,10.958658,2.8310392,anion,282.16299999999995
O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,13.051744,2.6332014,anion,411.221
O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,11.591862,2.3013864,anion,279.15899999999993
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.961602,3.9666758,anion,380.16099999999994
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,11.895755,2.3423321,anion,280.14699999999993
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.950795,6.158931,anion,499.11799999999994
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,11.9131975,4.335393,anion,299.0899999999999
O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F,fluorinated,10.101789,2.9967558,anion,231.09299999999996
O=S(=O)([O-])C(F)(F)C(F)F,fluorinated,8.6902485,2.1641798,anion,181.08599999999998
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F,fluorinated,11.078725,3.7445347,anion,297.09899999999993
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F,fluorinated,10.048012,2.9794643,anion,247.09199999999996
O=S(=O)([O-])C(F)(F)F,fluorinated,8.406384,2.1681707,anion,149.069
O=S(=O)([O-])CC(O)CN1CCOCC1,sulfonate,4.306182,-2.4167643,anion,224.25799999999992
O=S(=O)([O-])CC(O)CNC(CO)(CO)CO,sulfonate,3.219348,-6.741231,anion,258.27199999999993
O=S(=O)([O-])CC(O)CNC1CCCCC1,sulfonate,4.8333006,-0.86556,anion,236.31299999999993
O=S(=O)([O-])CCN(CCO)CCO,sulfonate,2.651212,-6.122786,anion,212.24699999999996
O=S(=O)([O-])O,sulfonate,2.0661213,-2.7950435,anion,97.07099999999998
O=S(=O)([O-])c1ccccc1,sulfonate,-11.425003,5.6739707,anion,157.17
O=S1(=O)N=C([O-])c2ccccc21,other,-9.330083,6.8553104,anion,182.18
O=[N+]([O-])[O-],other,-0.41695252,0.48542285,anion,62.004000000000005
O=[N+]([O-])c1cn[n-]c1,other,-5.663073,2.5705698,anion,112.068
O=[N+]([O-])c1cnc[n-]1,other,-5.709554,2.7762396,anion,112.068
O=[Re](=O)(=O)[O-],carboxylate,-2.1518621,-0.41650456,anion,250.20299999999997
[Br-],other,-1.6262532,1.5358299,anion,79.904
[C-]#[O+],other,-1.0947359,1.6820536,anion,28.009999999999998
[Cl-],other,-1.1873231,1.5163969,anion,35.453
[I-],other,-1.6255379,1.5335156,anion,126.904
[N-]=C=C1C=CC=N1,other,-5.199296,4.277134,anion,91.09299999999999
[N-]=[N+]=[N-],other,-1.2127752,2.254865,anion,42.021
[NH3+]CC(=O)[O-],carboxylate,-2.053433,-3.4017293,anion,75.06700000000001
[O-][Cl+3]([O-])([O-])[O-],other,0.46086925,0.88583267,anion,99.449
[O-]c1ccccc1,other,-10.819585,6.586962,anion,93.10499999999999
[c-]1c[nH]nn1,other,-2.6968951,3.5759356,anion,68.059
[c-]1nn[nH]n1,other,-2.6075983,3.5974736,anion,69.047
c1c[n-]cn1,other,-4.554759,4.3721814,anion,67.071
c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,other,-10.427628,8.025395,anion,227.004
c1nnc[n-]1,other,-4.0675087,4.7207556,anion,68.059
