smiles,type,family,tsne_1,tsne_2
O=S(=O)([O-])c1ccccc1,anion,sulfonate/sulfate,-10.749151229858398,6.1052422523498535
O=S1(=O)N=C([O-])c2ccccc21,anion,other,-10.089736938476562,3.738881826400757
O=[N+]([O-])[O-],anion,other,-2.2242636680603027,-1.2052441835403442
O=[N+]([O-])c1cn[n-]c1,anion,other,-3.9886810779571533,4.645693778991699
O=[N+]([O-])c1cnc[n-]1,anion,other,-3.939117193222046,4.394984245300293
O=[Re](=O)(=O)[O-],anion,other,0.036631349474191666,0.279967337846756
[Br-],anion,other,-2.3709568977355957,0.15477094054222107
[Cl-],anion,other,-2.3709568977355957,0.15477094054222107
[I-],anion,other,-2.3709568977355957,0.15477094054222107
[N-]=C=C1C=CC=N1,anion,other,-4.951638698577881,2.1766982078552246
[N-]=[N+]=[N-],anion,other,-2.913555383682251,0.5558587312698364
[O-][Cl+3]([O-])([O-])[O-],anion,other,-2.974104404449463,-1.5824339389801025
[O-]c1ccccc1,anion,other,-10.93482780456543,4.925072193145752
[c-]1c[nH]nn1,anion,other,-2.294071912765503,2.3233389854431152
[c-]1nn[nH]n1,anion,other,-2.164365530014038,2.3640432357788086
c1c[n-]cn1,anion,other,-4.211065769195557,2.9302845001220703
c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,anion,other,-12.521446228027344,5.6194167137146
c1nnc[n-]1,anion,other,-3.772017240524292,2.857299327850342
