ind,T,P,SMILES,CO2-exp,new_cation,new_anion,group
9110,333.15,4029.9,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.409,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
9148,333.15,3411.9,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.368,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
9201,333.15,2702.9,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.316,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
9260,333.15,2294.9,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.275,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
9324,333.15,1767.4,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.229,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
9397,333.15,1333.3,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.18,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
9531,333.15,618.4,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.093,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10438,338.13,400.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.059,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10439,338.13,100.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10442,338.14,2000.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.242,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10445,338.14,600.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.086,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10456,338.15,7503.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.612,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10460,338.15,6006.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.536,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10464,338.15,4999.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.474,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10469,338.15,4008.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.413,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10473,338.15,3007.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.328,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10479,338.15,2508.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.249,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10482,338.15,1600.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.202,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10484,338.15,2002.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.198,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10490,338.15,800.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.111,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10495,338.15,1009.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.065,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10499,338.15,75.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.013,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10501,338.15,50.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0078,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10503,338.15,25.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0044,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10508,338.16,1799.6,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.224,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10514,338.16,1000.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.136,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10517,338.16,200.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.031,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10526,338.17,1400.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.181,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10528,338.17,1200.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.158,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
2853,303.15,1157.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.188,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
2891,303.15,895.6,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.144,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
2917,303.15,652.8,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.107,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
2949,303.15,432.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.073,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
2973,303.15,251.6,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.044,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
2998,303.15,101.2,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.017,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
4878,313.15,1216.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.176,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
4944,313.15,939.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.135,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
5001,313.15,684.8,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.1,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
5046,313.15,452.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.068,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
5095,313.15,263.8,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.04,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
5131,313.15,105.6,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.016,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
7234,323.15,1280.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.162,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
7298,323.15,981.6,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.128,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
7407,323.15,715.6,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.094,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
7530,323.15,472.6,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.064,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
7631,323.15,275.2,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.038,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
7721,323.15,110.4,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.015,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
9484,333.15,1021.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.123,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
9541,333.15,745.4,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.089,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
9582,333.15,492.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.061,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
9623,333.15,286.8,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.036,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
9656,333.15,115.2,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.014,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
11233,343.15,1063.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.118,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
11257,343.15,772.8,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.087,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
11277,343.15,510.8,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.058,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
11300,343.15,297.2,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.034,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
11323,343.15,119.2,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.013,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
12329,353.15,1105.0,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.112,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
12353,353.15,801.2,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.083,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
12370,353.15,558.4,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.058,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
12392,353.15,307.2,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.034,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
12412,353.15,123.6,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F,0.013,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)F,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
2597,303.15,76900.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
2625,303.15,22400.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
2647,303.15,12400.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
2706,303.15,7170.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
2785,303.15,3070.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
4281,313.15,81400.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
4354,313.15,26400.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
4419,313.15,14900.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
4530,313.15,8200.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
4690,313.15,3860.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
6829,323.15,84600.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
6869,323.15,30300.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
6899,323.15,17900.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
6967,323.15,10080.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
7061,323.15,4500.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
8949,333.15,88000.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
8994,333.15,33800.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
9038,333.15,20200.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
9121,333.15,12340.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
9242,333.15,5230.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
10959,343.15,90600.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
10987,343.15,36800.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
11007,343.15,22700.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
11061,343.15,14800.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
11123,343.15,6050.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
12060,353.15,93000.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
12086,353.15,39400.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
12106,353.15,25100.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
12157,353.15,17820.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
12223,353.15,6870.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
12989,363.15,95100.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13013,363.15,42200.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13033,363.15,27500.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13075,363.15,20230.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13130,363.15,7800.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13493,373.15,97300.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.6049,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13515,373.15,45800.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.5319,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13537,373.15,29500.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4833,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13577,373.15,22700.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.397,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
13631,373.15,8600.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-]
